competencia,uf,municipio,code_muni,cnes,estabelecimento,tipo_unidade,pessoa_fisica_ou_pessoa_juridi,logradouro,numero,bairro,cep,latitude,longitude,atende_sus,instal_fisica_ambu,instal_fisica_hospt,instal_fisica_urgencia,complex_alta_ambu_est,complex_alta_ambu_mun,complex_baix_ambu_est,complex_baix_ambu_mun,complex_medi_ambu_est,complex_medi_ambu_mun,complex_alta_hosp_est,complex_alta_hosp_mun,complex_baix_hosp_est,complex_baix_hosp_mun,complex_medi_hosp_est,complex_medi_hosp_mun,complex_nao_aplic_est,complex_nao_aplic_mun,health_low,health_med,health_high,lat_digits,lon,lat,ndigitos,latlon,MatchedAddress,SearchedAddress,PrecisionDepth,geocode_engine,year,n
201710,RJ,RIO DE JANEIRO,330455,2273349,SMS HOSPITAL MUNICIPAL RAPHAEL DE PAULA SOUZA AP 40,05 - HOSPITAL GERAL,PESSOA_JURÍDICA,ESTRADA DE CURICICA,2000,JACAREPAGUA,22780194,NA,NA,SIM,X,X,NA,NA,X,NA,X,NA,X,NA,NA,NA,NA,NA,X,NA,NA,1,1,1,2,-43.3941215,-22.9559071,NA,NA/NA,"Estr. de Curicica, 2000 - Curicica, Rio de Janeiro - RJ, 22780-194, Brazil","ESTRADA DE CURICICA, 2000 - RIO DE JANEIRO, RJ - CEP 22780194",street_number,gmaps_prob1,2017,1
201710,RJ,RIO DE JANEIRO,330455,4046382,CENTRO DE PRODUCAO DA UNIVERSIDADE ESTADO RIO DE JANEIRO HLA,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,AV MARECHAL RONDON,381,SAO FRANCISCO XAVIER,20950003,NA,NA,SIM,X,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,-43.2445042,-22.906165,NA,NA/NA,"Av. Mal. Rondon, 381 - São Francisco Xavier, Rio de Janeiro - RJ, 20950-003, Brazil","AV MARECHAL RONDON, 381 - RIO DE JANEIRO, RJ - CEP 20950003",street_number,gmaps_prob1,2017,2
201710,RJ,RIO DE JANEIRO,330455,5184932,AMO ULTRA SOM,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,PRACA DA FE,20,REALENGO,21810020,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-43.4652514,-22.8815773,NA,NA/NA,"Praça da Fé, 20 - Bangu, Rio de Janeiro - RJ, 21810-020, Brazil","PRACA DA FE, 20 - RIO DE JANEIRO, RJ - CEP 21810020",street_number,gmaps_prob1,2017,2
201710,RJ,SAO GONCALO,330490,2291924,USF BRASILANDIA,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA MIGUEL ANGELO,S/N,BRASILANDIA,24440000,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.0565028,-22.8229986,NA,NA/NA,"R. Miguel Ângelo - Brasilândia, São Gonçalo - RJ, 24465, Brazil","RUA MIGUEL ANGELO, S/N - SAO GONCALO, RJ - CEP 24440000",route,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,6255736,LABORATORIOS MIGUEZ,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,TRAVESSA JORGE SOARES,78,CENTRO,24445440,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.04374199999999,-22.8232774,NA,NA/NA,"Tv. Jorge Soares, 78 - Centro, São Gonçalo - RJ, 24445-440, Brazil","TRAVESSA JORGE SOARES, 78 - SAO GONCALO, RJ - CEP 24445440",street_number,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,2291797,POSTO DE SAUDE DR ROBERT KOCH,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA ARY PARREIRAS,S/N,PORTO DA MADAMA,24430090,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.0847473,-22.8354218,NA,NA/NA,"R. Cmte. Ari Parreiras, São Gonçalo - RJ, 24426-675, Brazil","RUA ARY PARREIRAS, S/N - SAO GONCALO, RJ - CEP 24430090",route,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,2297256,POLO SANITARIO RIO DO OURO,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,AV EUGENIO BORGES,S/N,RIO DO OURO,24440400,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-42.9913676,-22.8774458,NA,NA/NA,"Av. Eugênio Borges, São Gonçalo - RJ, 24753, Brazil","AV EUGENIO BORGES, S/N - SAO GONCALO, RJ - CEP 24440400",route,gmaps_prob1,2017,2
201710,RJ,SAO GONCALO,330490,7970072,CENTRO MUNICIPAL DE DIAGNOSTICO POR IMAGEM,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA CORONEL SERRADO,1600,ZE GAROTO,24440000,NA,NA,SIM,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-43.0567813,-22.8298212,NA,NA/NA,"R. Cel. Serrado, 1600 - Ze Garoto, São Gonçalo - RJ, 24440-000, Brazil","RUA CORONEL SERRADO, 1600 - SAO GONCALO, RJ - CEP 24440000",street_number,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,5474051,USF ANAIA PEQUENO EQUIPE,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA CLODOMIRO ANTUNES DA COSTA,S/N,ANAIA PEQUENO,24731240,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.0022666,-22.8602801,NA,NA/NA,"R. Clodomiro Antunes da Costa, São Gonçalo - RJ, 24751-360, Brazil","RUA CLODOMIRO ANTUNES DA COSTA, S/N - SAO GONCALO, RJ - CEP 24731240",route,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,2291533,POLO SANITARIO DR WASHINGTON LUIZ,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,PRACA ESTEPHANIA DE CARVALHO,S/N,ZE GAROTO,24440190,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-43.05434959999999,-22.8284473,NA,NA/NA,"praça - R. Estefânia de Carvalho - Ze Garoto, São Gonçalo - RJ, 24440-225, Brazil","PRACA ESTEPHANIA DE CARVALHO, S/N - SAO GONCALO, RJ - CEP 24440190",route,gmaps_prob1,2017,4
201710,RJ,SAO GONCALO,330490,7983344,LABORATORIO MIGUES,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,JORGE SOARES,78,CENTRO,24445440,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-43.04374199999999,-22.8232774,NA,NA/NA,"Tv. Jorge Soares, 78 - Centro, São Gonçalo - RJ, 24445-440, Brazil","JORGE SOARES, 78 - SAO GONCALO, RJ - CEP 24445440",street_number,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,2297310,HEMONUCLEO,69 - CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA,PESSOA_JURÍDICA,PRACA ESTEFANIA DE CARVALHO,S/N,ZE GAROTO,24440400,NA,NA,SIM,X,NA,X,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,-43.05434959999999,-22.8284473,NA,NA/NA,"praça - R. Estefânia de Carvalho - Ze Garoto, São Gonçalo - RJ, 24440-225, Brazil","PRACA ESTEFANIA DE CARVALHO, S/N - SAO GONCALO, RJ - CEP 24440400",route,gmaps_prob1,2017,4
201710,RJ,SAO GONCALO,330490,2696746,PRONTO SOCORRO CENTRAL DR ARMANDO GOMES DE SA COUTO,21 - PRONTO SOCORRO ESPECIALIZADO,PESSOA_JURÍDICA,PRACA ESTEPHANIA DE CARVALHO,S/N,ZE GAROTO,24440400,NA,NA,SIM,X,X,X,NA,X,NA,X,NA,X,NA,X,NA,NA,NA,X,NA,NA,1,1,1,2,-43.05434959999999,-22.8284473,NA,NA/NA,"praça - R. Estefânia de Carvalho - Ze Garoto, São Gonçalo - RJ, 24440-225, Brazil","PRACA ESTEPHANIA DE CARVALHO, S/N - SAO GONCALO, RJ - CEP 24440400",route,gmaps_prob1,2017,4
201710,RJ,SAO GONCALO,330490,7512759,ULTRA RAD RM,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA CORONEL SERRADO,1600,ZE GAROTO,24440000,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-43.0567813,-22.8298212,NA,NA/NA,"R. Cel. Serrado, 1600 - Ze Garoto, São Gonçalo - RJ, 24440-000, Brazil","RUA CORONEL SERRADO, 1600 - SAO GONCALO, RJ - CEP 24440000",street_number,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,5474027,USF BRASILANDIA EQUIPE 104,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA MIGUEL ANGELO,S/N,BRASILANDIA,24440710,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.0565028,-22.8229986,NA,NA/NA,"R. Miguel Ângelo - Brasilândia, São Gonçalo - RJ, 24465, Brazil","RUA MIGUEL ANGELO, S/N - SAO GONCALO, RJ - CEP 24440710",route,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,2704595,HOSPITAL INFANTIL DARCY VARGAS,21 - PRONTO SOCORRO ESPECIALIZADO,PESSOA_JURÍDICA,PRACA ESTEPHANIA DE CARVALHO,S/N,CENTRO,24440190,NA,NA,SIM,X,X,X,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,X,NA,NA,1,1,NA,2,-43.05434959999999,-22.8284473,NA,NA/NA,"praça - R. Estefânia de Carvalho - Ze Garoto, São Gonçalo - RJ, 24440-225, Brazil","PRACA ESTEPHANIA DE CARVALHO, S/N - SAO GONCALO, RJ - CEP 24440190",route,gmaps_prob1,2017,4
201710,RJ,SAO GONCALO,330490,2291584,USF ADAO PEREIRA NUNES,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,AV EUGENIO BORGES,S/N,ARSENAL TRIBOBO,24440000,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-42.9913676,-22.8774458,NA,NA/NA,"Av. Eugênio Borges, São Gonçalo - RJ, 24753, Brazil","AV EUGENIO BORGES, S/N - SAO GONCALO, RJ - CEP 24440000",route,gmaps_prob1,2017,2
201710,RJ,SAO GONCALO,330490,2291916,SPA EURICLIDES DE JESUS ZERBINI,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,AV EUGENIO BORGES,S/N,ARSENAL,24753000,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-42.9913676,-22.8774458,NA,NA/NA,"Av. Eugênio Borges, São Gonçalo - RJ, 24753, Brazil","AV EUGENIO BORGES, S/N - SAO GONCALO, RJ - CEP 24753000",route,gmaps_prob1,2017,2
201710,RJ,SAO GONCALO,330490,2292084,HOSPITAL DR LUIZ PALMIER,05 - HOSPITAL GERAL,PESSOA_JURÍDICA,PRACA ESTEPHANIA DE CARVALHO,S/N,ZE GAROTO,24740000,NA,NA,SIM,X,X,X,NA,X,NA,X,NA,X,NA,X,NA,NA,NA,X,NA,NA,1,1,1,2,-43.05434959999999,-22.8284473,NA,NA/NA,"praça - R. Estefânia de Carvalho - Ze Garoto, São Gonçalo - RJ, 24440-225, Brazil","PRACA ESTEPHANIA DE CARVALHO, S/N - SAO GONCALO, RJ - CEP 24740000",route,gmaps_prob1,2017,4
201710,RJ,SAO GONCALO,330490,6004504,USF PATRONATO EQUIPE 417,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA COMANDANTE ARY PARREIRAS,S/N,PATRONATO,24435005,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.0847473,-22.8354218,NA,NA/NA,"R. Cmte. Ari Parreiras, São Gonçalo - RJ, 24426-675, Brazil","RUA COMANDANTE ARY PARREIRAS, S/N - SAO GONCALO, RJ - CEP 24435005",route,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,6004512,USF VICTOR CHIMELLY,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA CAPITAO JOAO MONTEIRO,S/N,PAIVA,24426000,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.095145,-22.845479,NA,NA/NA,"R. Cap. João Monteiro - Neves, São Gonçalo - RJ, Brazil","RUA CAPITAO JOAO MONTEIRO, S/N - SAO GONCALO, RJ - CEP 24426000",route,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,3280594,POSTO DE SAUDE VICTOR CHIMELLI,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA CAP JOAO MONTEIRO,S/N,NEVES,24426150,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.095145,-22.845479,NA,NA/NA,"R. Cap. João Monteiro - Neves, São Gonçalo - RJ, Brazil","RUA CAP JOAO MONTEIRO, S/N - SAO GONCALO, RJ - CEP 24426150",route,gmaps_prob1,2017,1
201710,RJ,SAO GONCALO,330490,2297272,POSTO DE SAUDE ANAIA,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,RUA CLODOMIRO ANTUNES DA COSTA,S/N,ARSENAL,24440400,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.0022666,-22.8602801,NA,NA/NA,"R. Clodomiro Antunes da Costa, São Gonçalo - RJ, 24751-360, Brazil","RUA CLODOMIRO ANTUNES DA COSTA, S/N - SAO GONCALO, RJ - CEP 24440400",route,gmaps_prob1,2017,1
201710,RN,NATAL,240810,7105967,FUNDEP,22 - CONSULTORIO ISOLADO,PESSOA_JURÍDICA,RUA CORONEL JOAQUIM MANOEL,615,PETROPOLIS,59012330,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.1963846,-5.7824604,NA,NA/NA,"Rua Coronel Joaquim Manoel, 615 - Petrópolis, Natal - RN, 59014-077, Brazil","RUA CORONEL JOAQUIM MANOEL, 615 - NATAL, RN - CEP 59012330",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,6296718,SERVICOS DE DIAGNOSTICO POR IMAGENS MEDICAS,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA CORONEL JOAQUIM MANOEL,615,PETROPOLIS,59012330,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.1963846,-5.7824604,NA,NA/NA,"Rua Coronel Joaquim Manoel, 615 - Petrópolis, Natal - RN, 59014-077, Brazil","RUA CORONEL JOAQUIM MANOEL, 615 - NATAL, RN - CEP 59012330",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,6280765,INSTITUTO PEDRO CAVALCANTI,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,AVENIDA RODRIGUES ALVES,758,TIROL,59020200,NA,NA,SIM,X,X,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.2004853,-5.7921619,NA,NA/NA,"Av. Rodrigues Alves, 758 - Tirol, Natal - RN, 59020-200, Brazil","AVENIDA RODRIGUES ALVES, 758 - NATAL, RN - CEP 59020200",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,2654105,CASA MENINO JESUS,04 - POLICLINICA,PESSOA_JURÍDICA,RUA PRESIDENTE QUARESMA,889,ALECRIM,59022150,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.2115867,-5.804988,NA,NA/NA,"R. Pres. Quaresma, 889 - Lagoa Seca, Natal - RN, 59031-150, Brazil","RUA PRESIDENTE QUARESMA, 889 - NATAL, RN - CEP 59022150",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,2679450,CLINICA JUNG SIUNG CAMELO DANTAS,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA APODI,563,TIROL,59020130,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,-35.2005854,-5.7914123,NA,NA/NA,"R. Apodi, 563 - Tirol, Natal - RN, 59020-130, Brazil","RUA APODI, 563 - NATAL, RN - CEP 59020130",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,6505546,CLINICA DE OLHOS LOS ANGELES,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA APODI,555,TIROL,59020130,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.2006249,-5.7912978,NA,NA/NA,"R. Apodi, 555 - Tirol, Natal - RN, 59020-130, Brazil","RUA APODI, 555 - NATAL, RN - CEP 59020130",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,2679922,CASA DA CRIANCA E DO ADOLESCENTE DEFICIENTE,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA PRESIDENTE QUARESMA,889,ALECRIM,59031150,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.2115867,-5.804988,NA,NA/NA,"R. Pres. Quaresma, 889 - Lagoa Seca, Natal - RN, 59031-150, Brazil","RUA PRESIDENTE QUARESMA, 889 - NATAL, RN - CEP 59031150",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,2656833,CLINICA PEDRO CAVALCANTI,62 - HOSPITAL/DIA - ISOLADO,PESSOA_JURÍDICA,AV RODRIGUES ALVES,758,TIROL,59020200,NA,NA,SIM,X,NA,X,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,X,NA,NA,1,1,NA,1,-35.2004853,-5.7921619,NA,NA/NA,"Av. Rodrigues Alves, 758 - Tirol, Natal - RN, 59020-200, Brazil","AV RODRIGUES ALVES, 758 - NATAL, RN - CEP 59020200",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,6855156,DNA VITALLIS,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA MAXARANGUAPE,614,TIROL,59020160,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.1999271,-5.7937202,NA,NA/NA,"R. Maxaranguape, 614 - Tirol, Natal - RN, 59020-160, Brazil","RUA MAXARANGUAPE, 614 - NATAL, RN - CEP 59020160",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,4013638,UROCENTRO,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,SILVIO PELICO,181,ALECRIM,59040150,NA,NA,SIM,X,NA,NA,X,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,-35.2161193,-5.793161599999999,NA,NA/NA,"R. Sílvio Pelico, 181 - Alecrim, Natal - RN, 59040-150, Brazil","SILVIO PELICO, 181 - NATAL, RN - CEP 59040150",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,4013441,CENTRO DE ESPECIALIDADES INTEGRADAS LESTE II,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,AV FONSECA E SILVA,1129,ALECRIM,59030270,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.215405,-5.7938486,NA,NA/NA,"R. Fonseca e Silva, 1129 - Alecrim, Natal - RN, 59030-270, Brazil","AV FONSECA E SILVA, 1129 - NATAL, RN - CEP 59030270",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,4013549,CENTRO INTEGRADO DE CITOPATOLOGIA,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA FONSECA E SILVA,1129,ALECRIM,59030270,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.215405,-5.7938486,NA,NA/NA,"R. Fonseca e Silva, 1129 - Alecrim, Natal - RN, 59030-270, Brazil","RUA FONSECA E SILVA, 1129 - NATAL, RN - CEP 59030270",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,8003629,HOSPITAL DO CORACAO DE NATAL,07 - HOSPITAL ESPECIALIZADO,PESSOA_JURÍDICA,RUA AURIS COELHO,235,LAGOA NOVA,59075050,NA,NA,SIM,X,X,X,X,X,NA,NA,X,X,NA,X,NA,NA,NA,NA,NA,NA,NA,1,1,1,-35.2068697,-5.824276299999999,NA,NA/NA,"R. Cel. Auris Coelho, 235 - Lagoa Nova, Natal - RN, 59075-050, Brazil","RUA AURIS COELHO, 235 - NATAL, RN - CEP 59075050",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,3052346,DNA CENTER,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA MAXARANGUAPE,614,TIROL,59020160,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-35.1999271,-5.7937202,NA,NA/NA,"R. Maxaranguape, 614 - Tirol, Natal - RN, 59020-160, Brazil","RUA MAXARANGUAPE, 614 - NATAL, RN - CEP 59020160",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,2798727,POLICLINICA,07 - HOSPITAL ESPECIALIZADO,PESSOA_JURÍDICA,RUA SILVIO PELICO,181,ALECRIM,59040150,NA,NA,SIM,X,X,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,NA,1,NA,1,-35.2161193,-5.793161599999999,NA,NA/NA,"R. Sílvio Pelico, 181 - Alecrim, Natal - RN, 59040-150, Brazil","RUA SILVIO PELICO, 181 - NATAL, RN - CEP 59040150",street_number,gmaps_prob1,2017,1
201710,RN,NATAL,240810,2408317,UNICORUNIDADE CARDIOLOGICA SC LTDA,07 - HOSPITAL ESPECIALIZADO,PESSOA_JURÍDICA,RUA AURIS COELHO,235,LAGOA NOVA,59075050,NA,NA,SIM,X,X,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,NA,1,NA,1,-35.2068697,-5.824276299999999,NA,NA/NA,"R. Cel. Auris Coelho, 235 - Lagoa Nova, Natal - RN, 59075-050, Brazil","RUA AURIS COELHO, 235 - NATAL, RN - CEP 59075050",street_number,gmaps_prob1,2017,1
201710,RS,PORTO ALEGRE,431490,7355122,CASEF,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,JACUI,S/N,VILA CRUZEIRO DO SUL,90810150,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-51.2377119,-30.0791678,NA,NA/NA,"Av. Jacuí, Porto Alegre - RS, Brazil","JACUI, S/N - PORTO ALEGRE, RS - CEP 90810150",route,gmaps_prob1,2017,2
201710,RS,PORTO ALEGRE,431490,7249837,GERENCIA DISTRITAL NHNI,22 - CONSULTORIO ISOLADO,PESSOA_JURÍDICA,RUA TRES DE ABRIL,90,PASSO DA AREIA,90520200,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-51.1778809,-30.0144344,NA,NA/NA,"R. Três de Abril, 90 - Passo d'Areia, Porto Alegre - RS, 90520-200, Brazil","RUA TRES DE ABRIL, 90 - PORTO ALEGRE, RS - CEP 90520200",street_number,gmaps_prob1,2017,12
201710,RS,PORTO ALEGRE,431490,6883206,CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO GCC,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,MOAB CALDAS,400,SANTA TEREZA,90880310,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-51.2161991,-30.0691392,NA,NA/NA,"Av. Moab Caldas, 400 - Santa Tereza, Porto Alegre - RS, 90880-310, Brazil","MOAB CALDAS, 400 - PORTO ALEGRE, RS - CEP 90880310",street_number,gmaps_prob1,2017,10
201710,RS,PORTO ALEGRE,431490,6883303,UNIDADE DE SAUDE IAPI,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,RUA TRES DE ABRIL,90,PASSO DA AREIA,90520200,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-51.1778809,-30.0144344,NA,NA/NA,"R. Três de Abril, 90 - Passo d'Areia, Porto Alegre - RS, 90520-200, Brazil","RUA TRES DE ABRIL, 90 - PORTO ALEGRE, RS - CEP 90520200",street_number,gmaps_prob1,2017,12
201710,RS,PORTO ALEGRE,431490,2237776,CENTRO INTEGRADO DE ATENCAO SAUDE TRABALHADOR CIAST,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA TRES DE ABRIL,90,IAPI,90520200,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-51.1778809,-30.0144344,NA,NA/NA,"R. Três de Abril, 90 - Passo d'Areia, Porto Alegre - RS, 90520-200, Brazil","RUA TRES DE ABRIL, 90 - PORTO ALEGRE, RS - CEP 90520200",street_number,gmaps_prob1,2017,12
201710,RS,PORTO ALEGRE,431490,2237245,UNIDADE DE SAUDE ASSIS BRASIL,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,AV ASSIS BRASIL,6615,SARANDI,91140001,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-51.1285081,-29.9935232,NA,NA/NA,"Av. Assis Brasil, 6615 - Passo d'Areia, Porto Alegre - RS, 91140-001, Brazil","AV ASSIS BRASIL, 6615 - PORTO ALEGRE, RS - CEP 91140001",street_number,gmaps_prob1,2017,1
