co_entidade,code_muni,no_entidade,mat_infantil,mat_fundamental,mat_medio,nu_funcionarios,endereco,SearchedAddress,PrecisionDepth,MatchedAddress,geocode_engine,lon,lat,year,qt_funcionarios,n
35357030,3550308,CEU EMEF ROSANGELA RODRIGUES VIEIRA PROFA,0,1,0,123,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.","LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,-46.4961177,-23.4985012,2017,NA,3
35357108,3550308,CEU CEI TRES PONTES,1,0,0,62,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.","CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,-46.3809075,-23.4786139,2017,NA,1
35357112,3550308,CEU EMEI TRES PONTES,1,0,0,57,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.","CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,-46.3809944,-23.4785804,2017,NA,1
35381044,3550308,CEU CEI CAMINHO DO MAR,1,0,0,80,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2017,NA,3
35381081,3550308,CEU EMEI CAMINHO DO MAR,1,0,0,45,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2017,NA,3
35381111,3550308,CEU EMEF CAMINHO DO MAR,0,1,0,103,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2017,NA,3
35386315,3518800,EPG - EPG GLORINHA PIMENTEL,1,1,0,74,"RUA PEDRA LAVADA, 829 CUMBICA. 07182-310 Guarulhos - SP.","RUA PEDRA LAVADA, 829 CUMBICA. 07182-310 Guarulhos - SP.",inep,"RUA PEDRA LAVADA, 829 CUMBICA. 07182-310 Guarulhos - SP.",inep,-46.46229,-23.44323,2017,NA,1
35393277,3550308,CEU EMEF ANTONIO CARLOS ROCHA PROF,0,1,1,81,"CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.","CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.",route,"Av. Condessa Elizabeth de Robiano - Vila Moreira, São Paulo - SP, 03074, Brazil",gmaps_prob1,-46.5611158,-23.5243145,2017,NA,2
35396539,3550308,CEU CEI PARQUE BRISTOL,1,0,0,80,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.","PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",route,"R. Prof. Artur Primavesi - Parque Bristol, São Paulo - SP, 04177-070, Brazil",gmaps_prob1,-46.608619,-23.6432952,2017,NA,2
35396588,3550308,CEU EMEI LUCIANA AZEVEDO POMPERMAYER PROFA,1,0,0,43,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.","PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",route,"R. Prof. Artur Primavesi - Parque Bristol, São Paulo - SP, 04177-070, Brazil",gmaps_prob1,-46.608619,-23.6432952,2017,NA,2
35396692,3550308,CEU EMEF MARA CRISTINA TARTAGLIA SENA PROFA,0,1,0,73,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.","PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",route,"R. Prof. Artur Primavesi - Parque Bristol, São Paulo - SP, 04177-070, Brazil",gmaps_prob1,-46.608619,-23.6432952,2017,NA,2
35397088,3550308,CEU CEI PARQUE ANHANGUERA,1,0,0,74,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",street_number,"R. Pedro José de Lima, 1020 - Jardim Jaragua, São Paulo - SP, 05267-174, Brazil",gmaps_prob1,-46.7871379,-23.4397843,2017,NA,2
35397131,3550308,CEU EMEI PARQUE ANHANGUERA,1,0,0,55,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,-46.7872,-23.4399,2017,NA,3
35397271,3550308,CEU EMEF PARQUE ANHANGUERA,0,1,0,92,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",street_number,"R. Pedro José de Lima, 1020 - Jardim Jaragua, São Paulo - SP, 05267-174, Brazil",gmaps_prob1,-46.7871379,-23.4397843,2017,NA,2
35397453,3550308,CEU CEI JAGUARE,1,0,0,61,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",street_number,"Rua Kenkiti Shimomoto, 80 - Jardim Boa Vista (Zona Oeste), Osasco - SP, 05583-000, Brazil",gmaps_prob1,-46.7818644,-23.5740094,2017,NA,1
35397465,3550308,CEU EMEI JAGUARE,1,0,0,40,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",street_number,"Rua Kenkiti Shimomoto, 80 - Jardim Boa Vista (Zona Oeste), Osasco - SP, 05583-000, Brazil",gmaps_prob1,-46.7818644,-23.5740094,2017,NA,1
35397477,3550308,CEU EMEF JAGUARE,0,1,1,71,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,-46.7424,-23.5504,2017,NA,1
35397775,3550308,CEU CEI ALTO ALEGRE,1,0,0,67,"BENTO GUELFI, 1802 JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.","BENTO GUELFI, 1802 JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,"BENTO GUELFI, 1802 JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,-46.4271764,-23.6096682,2017,NA,1
35398238,3550308,CEU EMEI ALTO ALEGRE,1,0,0,47,"BENTO GUELFI, S/N JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.","BENTO GUELFI, S/N JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,"BENTO GUELFI, S/N JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,-46.4273032,-23.6096448,2017,NA,1
35399474,3550308,CEU CEI UIRAPURU,1,0,0,51,"NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.","NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.",street_number,"R. Nazir Miguel, 849 - Jardim Paulo VI, São Paulo - SP, 05570-030, Brazil",gmaps_prob1,-46.789162,-23.600767,2017,NA,3
35399516,3550308,CEU EMEI UIRAPURU,1,0,0,42,"NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.","NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.",street_number,"R. Nazir Miguel, 849 - Jardim Paulo VI, São Paulo - SP, 05570-030, Brazil",gmaps_prob1,-46.789162,-23.600767,2017,NA,3
35411875,3550308,CEL JTO A EE DONA ZALINA ROLIM,0,0,0,4,"LUIS CARLOS DOUTOR, 740 RUA. VILA ARICANDUVA. 03505-000 São Paulo - SP.","LUIS CARLOS DOUTOR, 740 RUA. VILA ARICANDUVA. 03505-000 São Paulo - SP.",inep,"LUIS CARLOS DOUTOR, 740 RUA. VILA ARICANDUVA. 03505-000 São Paulo - SP.",inep,-46.5441926,-23.5351116,2017,NA,1
35413012,3550308,CEU EMEF PARAISOPOLIS,0,1,0,68,"DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.","DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.",route,"R. Dr. José Augusto de Souza e Silva - Jardim Parque Morumbi, São Paulo - SP, 05712-040, Brazil",gmaps_prob1,-46.7298979,-23.6203622,2017,NA,1
35424195,3550308,EMEI RECANTO DOS HUMILDES I,1,0,0,39,"RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.","RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.",inep,"RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.",inep,-46.74973,-23.41127,2017,NA,1
35431850,3550308,CEL JTO A EE PEREIRA BARRETO,0,0,0,2,"RUA NOSSA SENHORA DA LAPA, 615 RUA. LAPA. 05072-000 São Paulo - SP.","RUA NOSSA SENHORA DA LAPA, 615 RUA. LAPA. 05072-000 São Paulo - SP.",inep,"RUA NOSSA SENHORA DA LAPA, 615 RUA. LAPA. 05072-000 São Paulo - SP.",inep,-46.70554101,-23.5246035,2017,NA,1
35451083,3518800,EPG - EPG JORGE AMADO,0,1,0,60,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.","AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,-46.42486,-23.42418,2017,NA,1
35451782,3518800,EPG - EPG ZELIA GATTAI,1,1,0,77,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.","AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,-46.42486,-23.42418,2017,NA,1
35455386,3550308,CEU AT COMPL PERA MARMELO,0,0,0,29,"PERAMARMELO, 226 JARDIM SANTA LUCRECIA. 05185-420 São Paulo - SP.","PERAMARMELO, 226 JARDIM SANTA LUCRECIA. 05185-420 São Paulo - SP.",inep,"PERAMARMELO, 226 JARDIM SANTA LUCRECIA. 05185-420 São Paulo - SP.",inep,-46.7503,-23.4364,2017,NA,2
35455416,3550308,CEU AT COMPL PARQUE ANHANGUERA,0,0,0,26,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,-46.7873,-23.4399,2017,NA,1
35455441,3550308,CEU AT COMPL CAMINHO DO MAR - DULCE SALLES CUNHA BRAGA PROFA,0,0,0,45,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2017,NA,3
35455465,3550308,CEU AT COMPL PERUS,0,0,0,92,"BERNARDO JOSE DE LORENA, S/N VILA FANTON. 05203-200 São Paulo - SP.","BERNARDO JOSE DE LORENA, S/N VILA FANTON. 05203-200 São Paulo - SP.",route,"R. Bernardo José de Lorena - Perus, São Paulo - SP, 05203-200, Brazil",gmaps_prob1,-46.7513843,-23.4057127,2017,NA,3
35455490,3550308,CEU AT COMPL PARQUE SAO CARLOS,0,0,0,132,"CLAREAR, 643 JARDIM SAO CARLOS ZONA LESTE. 08062-590 São Paulo - SP.","CLAREAR, 643 JARDIM SAO CARLOS ZONA LESTE. 08062-590 São Paulo - SP.",street_number,"R. Clarear, 643 - Vila Jacuí, São Paulo - SP, 08062-590, Brazil",gmaps_prob1,-46.4738336,-23.509771,2017,NA,1
35455520,3550308,CEU AT COMPL JAGUARE - HENRIQUE GAMBA PROF,0,0,0,70,"KENKITI SIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,"KENKITI SIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,-46.7424,-23.5504,2017,NA,1
35455544,3550308,CEU AT COMPL CANTOS DO AMANHECER,0,0,0,30,"CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.","CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.",route,"Av. Cantos do Amanhecer - Capao Redondo, São Paulo - SP, 05856-020, Brazil",gmaps_prob1,-46.7859632,-23.6496455,2017,NA,3
35455556,3550308,CEU AT COMPL AGUA AZUL - PAULO RENATO COSTA SOUZA PROF,0,0,0,31,"DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.","DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.",inep,"DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.",inep,-46.4068,-23.5946,2017,NA,1
35455573,3550308,CEU AT COMPL CASA BLANCA - SOLON BORGES DOS REIS PROF,0,0,0,120,"JOAO DAMASCENO, 85 VILA DAS BELEZAS. 05841-160 São Paulo - SP.","JOAO DAMASCENO, 85 VILA DAS BELEZAS. 05841-160 São Paulo - SP.",inep,"JOAO DAMASCENO, 85 VILA DAS BELEZAS. 05841-160 São Paulo - SP.",inep,-46.7443136126238,-23.6467083078098,2017,NA,2
35455623,3550308,CEU AT COMPL UIRAPURU,0,0,0,29,"NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.","NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.",street_number,"R. Nazir Miguel, 849 - Jardim Paulo VI, São Paulo - SP, 05570-030, Brazil",gmaps_prob1,-46.789162,-23.600767,2017,NA,3
35455635,3550308,CEU AT COMPL ALVARENGA,0,0,0,30,"DO ALVARENGA, 3752 BALNEARIO SAO FRANCISCO. 04474-340 São Paulo - SP.","DO ALVARENGA, 3752 BALNEARIO SAO FRANCISCO. 04474-340 São Paulo - SP.",inep,"DO ALVARENGA, 3752 BALNEARIO SAO FRANCISCO. 04474-340 São Paulo - SP.",inep,-46.6445,-23.705,2017,NA,2
35455659,3550308,CEU AT COMPL VILA ATLANTICA - JOAO SOARES FILHO PROF,0,0,0,88,"CORONEL JOSE VENANCIO DIAS, 840 JARAGUA. 05160-030 São Paulo - SP.","CORONEL JOSE VENANCIO DIAS, 840 JARAGUA. 05160-030 São Paulo - SP.",street_number,"R. Cel. José Venâncio Dias, 840 - Jaraguá, São Paulo - SP, 05160-030, Brazil",gmaps_prob1,-46.7626941,-23.4813299,2017,NA,3
35455714,3550308,CEU AT COMPL BUTANTA - ELIZABETH GASPAR TUNALA PROFA,0,0,0,100,"ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1870 JARDIM ESMERALDA. 05588-001 São Paulo - SP.","ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1870 JARDIM ESMERALDA. 05588-001 São Paulo - SP.",street_number,"Av. Eng. Heitor Antônio Eiras García, 1870 - Jardim Esmeralda, São Paulo - SP, 05371, Brazil",gmaps_prob1,-46.749982,-23.5826574,2017,NA,3
35455751,3550308,CEU AT COMPL CAMPO LIMPO - DOM AGNELO ROSSI CARDEAL,0,0,0,103,"CARLOS LACERDA, 678 PIRAJUSSARA. 05789-000 São Paulo - SP.","CARLOS LACERDA, 678 PIRAJUSSARA. 05789-000 São Paulo - SP.",inep,"CARLOS LACERDA, 678 PIRAJUSSARA. 05789-000 São Paulo - SP.",inep,-46.7795,-23.6368,2017,NA,2
35455775,3550308,CEU AT COMPL FEITICO DA VILA - JOSE FREITAS NOBRE DEP PROF,0,0,0,27,"FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.","FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.",inep,"FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.",inep,-46.7931,-23.6859,2017,NA,2
35455805,3550308,CEU AT COMPL PAZ,0,0,0,32,"DANIEL CERRI, 1549 JARDIM PARANA. 02876-170 São Paulo - SP.","DANIEL CERRI, 1549 JARDIM PARANA. 02876-170 São Paulo - SP.",street_number,"Rua Daniel Cerri, 1549 - Jardim Paraná, São Paulo - SP, 02879-140, Brazil",gmaps_prob1,-46.6888521,-23.4480549,2017,NA,3
35455830,3550308,CEU AT COMPL VILA CURUCA - IRENE RAMALHO,0,0,0,123,"MARECHAL TITO, 3452 ITAIM PAULISTA. 08115-000 São Paulo - SP.","MARECHAL TITO, 3452 ITAIM PAULISTA. 08115-000 São Paulo - SP.",inep,"MARECHAL TITO, 3452 ITAIM PAULISTA. 08115-000 São Paulo - SP.",inep,-46.4122516666667,-23.4953783333333,2017,NA,1
35455854,3550308,CEU AT COMPL PARAISOPOLIS,0,0,0,111,"DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.","DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.",route,"R. Dr. José Augusto de Souza e Silva - Jardim Parque Morumbi, São Paulo - SP, 05712-040, Brazil",gmaps_prob1,-46.7298979,-23.6203622,2017,NA,1
35455885,3550308,CEU AT COMPL VILA DO SOL,0,0,0,35,"DOS FUNCIONARIOS PUBLICOS, 369 VILA DO SOL. 04962-000 São Paulo - SP.","DOS FUNCIONARIOS PUBLICOS, 369 VILA DO SOL. 04962-000 São Paulo - SP.",inep,"DOS FUNCIONARIOS PUBLICOS, 369 VILA DO SOL. 04962-000 São Paulo - SP.",inep,-46.7803,-23.7353,2017,NA,2
35455912,3550308,CEU AT COMPL QUINTA DO SOL,0,0,0,30,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.","LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,-46.496,-23.4985,2017,NA,3
35455921,3550308,CEU AT COMPL SAO MATEUS,0,0,0,28,"CURUMATIM, 201 PARQUE BOA ESPERANCA. 08341-240 São Paulo - SP.","CURUMATIM, 201 PARQUE BOA ESPERANCA. 08341-240 São Paulo - SP.",inep,"CURUMATIM, 201 PARQUE BOA ESPERANCA. 08341-240 São Paulo - SP.",inep,-46.4489952,-23.6032395,2017,NA,1
35458296,3550308,CEL JTO A EE JOSE MARQUES DA CRUZ PROF,0,0,0,9,"ARACE, 563 RUA. VILA FORMOSA. 03362-050 São Paulo - SP.","ARACE, 563 RUA. VILA FORMOSA. 03362-050 São Paulo - SP.",inep,"ARACE, 563 RUA. VILA FORMOSA. 03362-050 São Paulo - SP.",inep,-46.5424253,-23.5617638,2017,NA,1
35458314,3550308,CEL JTO A EE VERIDIANA CAMACHO CARVALHO GOMES PROFA,0,0,0,15,"CARLOS DOS SANTOS, 781 RUA. JARDIM BRASIL ZONA NORTE. 02234-000 São Paulo - SP.","CARLOS DOS SANTOS, 781 RUA. JARDIM BRASIL ZONA NORTE. 02234-000 São Paulo - SP.",inep,"CARLOS DOS SANTOS, 781 RUA. JARDIM BRASIL ZONA NORTE. 02234-000 São Paulo - SP.",inep,-46.5735277,-23.4796556,2017,NA,1
35458338,3550308,CEL JTO A EE GUSTAVO BARROSO,0,0,0,2,"ALFEU DE ALCANTARA MONTEIRO, 100 RUA. CONJUNTO HABITACIONAL JOVA RURAL. 02281-200 São Paulo - SP.","ALFEU DE ALCANTARA MONTEIRO, 100 RUA. CONJUNTO HABITACIONAL JOVA RURAL. 02281-200 São Paulo - SP.",inep,"ALFEU DE ALCANTARA MONTEIRO, 100 RUA. CONJUNTO HABITACIONAL JOVA RURAL. 02281-200 São Paulo - SP.",inep,-46.5804445,-23.4549608,2017,NA,1
35458491,3509502,CEL JTO A EE JOSE DOS SANTOS PADRE,0,0,0,117,"PIRACICABA, 22 RUA. JARDIM NOVO CAMPOS ELISEOS. 13050-700 Campinas - SP.","PIRACICABA, 22 RUA. JARDIM NOVO CAMPOS ELISEOS. 13050-700 Campinas - SP.",inep,"PIRACICABA, 22 RUA. JARDIM NOVO CAMPOS ELISEOS. 13050-700 Campinas - SP.",inep,-47.1031755,-22.9385769,2017,NA,1
35482341,3550308,CEL JTO A EE PLINIO NEGRAO,0,0,0,109,"BRAGANCA PAULISTA, 575 RUA. VILA CRUZEIRO. 04727-001 São Paulo - SP.","BRAGANCA PAULISTA, 575 RUA. VILA CRUZEIRO. 04727-001 São Paulo - SP.",inep,"BRAGANCA PAULISTA, 575 RUA. VILA CRUZEIRO. 04727-001 São Paulo - SP.",inep,-46.7156596,-23.6420995,2017,NA,1
35496169,3550308,CEI DIRET MARIA APARECIDA NASCIMENTO,1,0,0,66,"JORGE CARLOS DE ALMEIDA, 29 JARDIM SANTO ANDRE. 08390-355 São Paulo - SP.","JORGE CARLOS DE ALMEIDA, 29 JARDIM SANTO ANDRE. 08390-355 São Paulo - SP.",inep,"JORGE CARLOS DE ALMEIDA, 29 JARDIM SANTO ANDRE. 08390-355 São Paulo - SP.",inep,-46.4437857,-23.6320581,2017,NA,2
35560571,3550308,EMEI PAULA CRISTINA RODRIGUES PROFA,1,0,0,24,"JORGE CARLOS DE ALMEIDA, 66 JARDIM SANTO ANDRE. 08390-355 São Paulo - SP.","JORGE CARLOS DE ALMEIDA, 66 JARDIM SANTO ANDRE. 08390-355 São Paulo - SP.",inep,"JORGE CARLOS DE ALMEIDA, 66 JARDIM SANTO ANDRE. 08390-355 São Paulo - SP.",inep,-46.4437167,-23.6320197,2017,NA,2
35582475,3518800,EPG - EPG ROGERIO DAMIAO DE FREITAS,1,0,0,68,"RUA PEDRA LAVADA, 829B CUMBICA. 07182-310 Guarulhos - SP.","RUA PEDRA LAVADA, 829B CUMBICA. 07182-310 Guarulhos - SP.",street_number,"R. Pedra Lavada, 829 - Jardim Castanha, Guarulhos - SP, 07182-310, Brazil",gmaps_prob1,-46.4623458,-23.4433228,2017,NA,1
35904824,3550308,YOLANDA BERNARDINI ROBERT PROFESSORA,0,1,0,50,"FRANCISCO DE ALVARENGA, SN RUA. JARDIM MIRIAM. 04417-260 São Paulo - SP.","FRANCISCO DE ALVARENGA, SN RUA. JARDIM MIRIAM. 04417-260 São Paulo - SP.",inep,"FRANCISCO DE ALVARENGA, SN RUA. JARDIM MIRIAM. 04417-260 São Paulo - SP.",inep,-46.6363006,-23.6804995,2017,NA,1
35916729,3550308,GUSTAVO BARROSO,0,1,1,119,"ALFEU DE ALCANTARA MONTEIRO, 100 RUA. CONJUNTO HABITACIONAL JOVA RURAL. 02281-200 São Paulo - SP.","ALFEU DE ALCANTARA MONTEIRO, 100 RUA. CONJUNTO HABITACIONAL JOVA RURAL. 02281-200 São Paulo - SP.",inep,"ALFEU DE ALCANTARA MONTEIRO, 100 RUA. CONJUNTO HABITACIONAL JOVA RURAL. 02281-200 São Paulo - SP.",inep,-46.5804306,-23.4549775,2017,NA,1
35924775,3550308,CHACARA DAS CORUJAS,0,1,0,15,"MIRAFLORES, 95 RUA. JARDIM CASTRO ALVES. 04842-470 São Paulo - SP.","MIRAFLORES, 95 RUA. JARDIM CASTRO ALVES. 04842-470 São Paulo - SP.",inep,"MIRAFLORES, 95 RUA. JARDIM CASTRO ALVES. 04842-470 São Paulo - SP.",inep,-46.6820106,-23.7404004,2017,NA,1
35924817,3550308,RENATA MENEZES DOS SANTOS PROFESSORA,0,1,0,29,"MANOEL DA COSTA CAPANEMA, 19 RUA. CIDADE LUZ. 04877-170 São Paulo - SP.","MANOEL DA COSTA CAPANEMA, 19 RUA. CIDADE LUZ. 04877-170 São Paulo - SP.",inep,"MANOEL DA COSTA CAPANEMA, 19 RUA. CIDADE LUZ. 04877-170 São Paulo - SP.",inep,-46.6506282,-23.8783798,2017,NA,1
35925445,3550308,REPUBLICA DE HONDURAS,0,1,0,57,"DELTA, 49 RUA. JARDIM NAIR. 08071-060 São Paulo - SP.","DELTA, 49 RUA. JARDIM NAIR. 08071-060 São Paulo - SP.",inep,"DELTA, 49 RUA. JARDIM NAIR. 08071-060 São Paulo - SP.",inep,-46.4554815,-23.491367,2017,NA,1
35925457,3550308,JOSE DE SAN MARTIN,0,1,1,107,"DELTA, 79 RUA. JARDIM NAIR. 08071-060 São Paulo - SP.","DELTA, 79 RUA. JARDIM NAIR. 08071-060 São Paulo - SP.",inep,"DELTA, 79 RUA. JARDIM NAIR. 08071-060 São Paulo - SP.",inep,-46.4555225,-23.4912612,2017,NA,1
35925861,3550308,PROFESSOR RUBEM AZEVEDO ALVES,0,1,0,57,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 1701 AVENIDA. VILA SOUZA. 02860-001 São Paulo - SP.","AVENIDA DEPUTADO CANTIDIO SAMPAIO, 1701 AVENIDA. VILA SOUZA. 02860-001 São Paulo - SP.",inep,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 1701 AVENIDA. VILA SOUZA. 02860-001 São Paulo - SP.",inep,-46.6796204,-23.4640599,2017,NA,1
35980158,3509502,CEEJA PAULO DECOURT,0,1,1,27,"AMELIA BUENO CAMARGO, SN RUA. JARDIM SANTANA. 13088-649 Campinas - SP.","AMELIA BUENO CAMARGO, SN RUA. JARDIM SANTANA. 13088-649 Campinas - SP.",inep,"AMELIA BUENO CAMARGO, SN RUA. JARDIM SANTANA. 13088-649 Campinas - SP.",inep,-47.0422112,-22.856345,2017,NA,1
